City,Organization Name,Type/Category,CRA Registration #,Street Address,Province,Postal Code,Phone Number,Website,Decision Maker Name,Title/Role,Notes
Windsor,Downtown Windsor Community Collaborative,Community Development,,,,ON,,,,,,,"WECF grant recipient"
Windsor,Windsor Central Little League,Sports (Youth),,,,ON,,,,,,,"Youth baseball"
Windsor,Essex County Soccer League,Sports,,,,ON,,,https://ecsl.e2esoccer.com/,,,"Senior men and U21"
Windsor,Windsor Youth Soccer League,Sports (Youth),,,,ON,,,,,,,"Youth soccer"
Windsor,Central Park Athletics,Sports (Youth),,"3400 Grand Marais Rd E",ON,N8W 1W7,519-944-8000,https://centralparkathletics.com/,,,"Multiple youth sports"
Windsor,Roseland Golf and Curling Club,Recreation/Sports,,"455 Kennedy Dr W",ON,N9G 1S8,519-969-3810,https://roselandgolfclub.ca/,,,"City-owned facility"
Windsor,Capri Pizzeria Recreation Complex,Recreation,,"2555 Pulford Street",ON,N9E 0A7,,,,,,"Curling and recreation"
Windsor,Journey Home Hospice Windsor-Essex,Hospice,,,,ON,,437-439-6784,https://journeyhomehospice.ca/,Joanna Brownridge,Manager,"Saint Elizabeth Foundation program"
Windsor,Windsor Essex Ontario Health Team,Health Coordination,,,,ON,,,https://www.weoht.ca/,,,"40+ healthcare organizations"
Windsor,Windsor-Essex County Health Unit,Public Health,,,,ON,,,https://www.wechu.org/,,,"Public health services"
Windsor,ProsperUs,Community Development,,,,ON,,,,,,"Cradle to Career collective"
Windsor,Pathway to Potential,Social Services,,,,ON,,,,,,"United Way program"
Windsor,On Track to Success,Youth/Education,,,,ON,,,,,,"United Way program"
Windsor,Ignite Academy,Youth/Education,,,,ON,,,,,,"United Way program"
Windsor,Rebuilding Wheels Rebuilding Lives,Social Enterprise,,,,ON,,,,,,"United Way program"
Windsor,Windsor Essex Local Immigration Partnership (WE LIP),Immigration,,,,ON,,,https://www.workforcewindsoressex.com/welip/,,,"Newcomer services coordination"
Windsor,Workforce WindsorEssex,Employment,,"3295 Quality Way Suite 150",ON,N8T 3R9,226-674-3220,https://www.workforcewindsoressex.com/,,,"Workforce development"
Windsor,Windsor Essex Community Housing Corporation,Housing,,"945 McDougall Street",ON,N9A 1L9,519-254-1681,https://www.wechc.com/,,,"Social and community housing"
Windsor,Housing Information Services of Windsor and Essex County,Housing,,,,ON,,,,,,"Homelessness support - H4 Program"
Windsor,Kiwanis Music Festival Windsor-Essex County,Arts/Music,,,,ON,,,https://wkmf.ca/,,,"Annual music competition for students"
Windsor,Media City Film Festival,Arts/Film,,,,ON,,,,,,"Experimental film festival since 1994"
Windsor,The Arts & Cultural Alliance of Windsor Essex,Arts/Advocacy,,,,ON,,,https://www.artsculturalalliance.org/,,,"Arts sector collaboration"
Windsor,Rotary Club of WIDE,Service Club,,,,ON,,,rotarywindsorwide@gmail.com,,,"Windsor International Development & Education"
Windsor,Rotary Club Passport to Service,Service Club,,,,ON,,,https://www.rotaryd6400passportclub.org/,,,"Rotary District 6400"
Windsor,Windsor AAA Zone,Sports (Youth Hockey),,,,ON,,,,,,,"Governs AAA hockey for Windsor region"
Windsor,Windsor Minor Ball Hockey League,Sports (Youth),,,,ON,,,https://www.windsorminorballhockeyleague.com/,,,"Ball hockey league"
Windsor,Caboto Soccer Club,Sports (Youth),,"2175 Parent Ave",ON,N8X 4K2,,https://www.cabotosoccer.com/,,,"Youth soccer at Caboto Club"
Windsor,W.E.C.S.S.O. Windsor Essex County Senior Sports,Sports (Seniors),,,,ON,,,https://www.wecsso.com/,,,"Senior sports organization"
Windsor,Errington & District Volunteer Fire Department,Emergency Services,,,,ON,,,,,,,"Volunteer firefighters"
Windsor,Grace Baptist Church Food Bank,Food/Religious,,,,ON,,,,,,,"Food assistance"
Windsor,Goodfellows Windsor,Social Services,,,,ON,,,,,,,"Christmas baskets and assistance"
Windsor,Heart and Stroke Foundation Windsor-Essex,Health/Disease Specific,,,,ON,,,,,,,"Heart and stroke prevention"
Windsor,Canadian Cancer Society Windsor,Health/Disease Specific,,,,ON,,,,,,,"Cancer support and research"
Windsor,Kidney Foundation Windsor,Health/Disease Specific,,,,ON,,,,,,,"Kidney disease support"
Windsor,MS Society Windsor-Essex,Health/Disease Specific,,,,ON,,,,,,,"Multiple sclerosis support"
Windsor,Arthritis Society Windsor,Health/Disease Specific,,,,ON,,,,,,,"Arthritis support"
Windsor,Cerebral Palsy Association Windsor-Essex,Health/Disability,,,,ON,,,,,,,"Cerebral palsy support"
Windsor,Easter Seals Ontario Windsor,Health/Disability,,,,ON,,,,,,,"Disability services"
Windsor,March of Dimes Canada Windsor,Health/Disability,,,,ON,,,,,,,"Disability services"
Windsor,Muscular Dystrophy Canada Windsor,Health/Disease Specific,,,,ON,,,,,,,"Muscular dystrophy support"
Windsor,ALS Society Windsor,Health/Disease Specific,,,,ON,,,,,,,"ALS support"
Windsor,Cystic Fibrosis Canada Windsor,Health/Disease Specific,,,,ON,,,,,,,"Cystic fibrosis support"
Windsor,VON Windsor-Essex,Health/Home Care,,,,ON,,,,,,,"Victorian Order of Nurses"
Windsor,St. John Ambulance Windsor,Emergency Services/Health,,,,ON,,,,,,,"First aid training and services"
Windsor,Canadian Red Cross Windsor,Emergency Services,,,,ON,,,,,,,"Disaster relief and health"
Windsor,Meals on Wheels Windsor,Seniors/Food,,,,ON,,,,,,,"Home-delivered meals"
Windsor,Welcome to Windsor-Essex,Immigration/Information,,,,ON,,,https://www.welcometowindsoressex.ca/,,,"Newcomer information portal"
Windsor,UFCW/AWA Migrant Workers Support Centre,Immigration/Employment,,,,ON,,,,,,,"18 years supporting migrant workers"
Windsor,Filipino Village Windsor,Cultural/Ethnic (Filipino),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Croatian Village Windsor,Cultural/Ethnic (Croatian),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Greek Village Windsor,Cultural/Ethnic (Greek),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Chinese Village Windsor,Cultural/Ethnic (Chinese),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Indian/South Asian Village Windsor,Cultural/Ethnic (South Asian),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Caribbean Village Windsor,Cultural/Ethnic (Caribbean),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,African Village Windsor,Cultural/Ethnic (African),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Ukrainian Village Windsor,Cultural/Ethnic (Ukrainian),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Romanian Village Windsor,Cultural/Ethnic (Romanian),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Macedonian Village Windsor,Cultural/Ethnic (Macedonian),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Scottish Village Windsor,Cultural/Ethnic (Scottish),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Irish Village Windsor,Cultural/Ethnic (Irish),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Italian Village Windsor,Cultural/Ethnic (Italian),,,,ON,,,,,,,"Carrousel of Nations participant"
Windsor,Boys and Girls Club of Windsor,Youth Services,,,,ON,,,,,,,"Youth programs and activities"
Windsor,Junior Achievement Windsor-Essex,Youth/Education,,"15 Wharncliffe Rd N (London Head Office)",ON,N6H 2A1,,https://jaswo.org/,,,"Financial literacy for youth; serves Windsor-Essex"
Windsor,100 Women Who Care Windsor-Essex,Foundation/Giving Circle,,,,ON,,,,,,,"Women's giving circle"
Windsor,Charity Intelligence Canada,Research/Charity,,,,ON,,,https://www.charityintelligence.ca/,,,"Charity research and ratings"
Windsor,OurWindsor,Volunteer/Community,,,,ON,,,https://www.ourwindsor.ca/,,,"Volunteer opportunities portal"
Windsor,Volunteer Windsor-Essex,Volunteer Coordination,,,,ON,,,,,,,"Volunteer matching services"
LaSalle,Corporation of the Town of LaSalle,Government/Community,,,,ON,,,,,,,"WECF grant recipient"
LaSalle,LaSalle Lions Club,Service Club,,,,ON,,,,,,,"Lions International chapter"
Leamington,NCCE Leamington Office,Immigration/Settlement,,,,ON,,,https://www.ncceinc.org/,,,"NCCE branch serving Leamington"
Leamington,Leamington District Memorial Hospital,Health,,,,ON,,,,,,,"Community hospital"
Leamington,Leamington Lions Club,Service Club,,,,ON,,,,,,,"Lions International chapter"
Leamington,Leamington Kinsmen Club,Service Club,,,,ON,,,,,,,"Kin Canada chapter"
Kingsville,Kingsville Lions Club,Service Club,,,,ON,,,,,,,"Lions International chapter"
Kingsville,Kennedy Woods Nature Centre,Environmental/Education,,,,ON,,,https://jackminer.ca/kennedy-woods/,,,"Part of Jack Miner Sanctuary"
Kingsville,Kingsville Minor Hockey,Sports (Youth),,,,ON,,,,,,,"Youth hockey"
Kingsville,Kingsville Minor Baseball,Sports (Youth),,,,ON,,,,,,,"Youth baseball"
Kingsville,Kingsville Minor Soccer,Sports (Youth),,,,ON,,,,,,,"Youth soccer"
Tecumseh,Tecumseh Lions Club,Service Club,,,,ON,,,,,,,"Lions International chapter"
Tecumseh,Tecumseh Minor Hockey,Sports (Youth),,,,ON,,,,,,,"Youth hockey"
Tecumseh,Tecumseh Minor Baseball,Sports (Youth),,,,ON,,,,,,,"Youth baseball"
Tecumseh,Tecumseh Minor Soccer,Sports (Youth),,,,ON,,,,,,,"Youth soccer"
Essex,Essex Lions Club,Service Club,,,,ON,,,,,,,"Lions International chapter"
Essex,Essex Minor Hockey,Sports (Youth),,,,ON,,,,,,,"Youth hockey"
Essex,Essex Minor Baseball,Sports (Youth),,,,ON,,,,,,,"Youth baseball"
Essex,Essex Minor Soccer,Sports (Youth),,,,ON,,,,,,,"Youth soccer"
Essex,Essex Historical Society,Heritage/Historical,,,,ON,,,,,,,"Local history preservation"
Harrow,Harrow Lions Club,Service Club,,,,ON,,,,,,,"Lions International chapter"
Harrow,Colchester South & Harrow Agricultural Society,Agriculture/Community,,,,ON,,,,,,,"Agricultural fair and events"
Harrow,Harrow Minor Hockey,Sports (Youth),,,,ON,,,,,,,"Youth hockey"
Harrow,Harrow Minor Baseball,Sports (Youth),,,,ON,,,,,,,"Youth baseball"
Maidstone,Maidstone Community Association,Community,,,,ON,,,,,,,"Community organization"
Maidstone,Essex 4-H Association,Youth/Agriculture,,,,ON,,,https://4-hontario.ca/association/essex-4-h-association/,,,"Youth agricultural education"
Wheatley,Wheatley Lions Club,Service Club,,,,ON,,,,,,,"Lions International chapter"
Wheatley,Wheatley Food Bank,Food,,,,ON,,,,,,,"Food assistance"
Wheatley,Two Creeks Conservation Area,Environmental,,,,ON,,,,,,,"Conservation and nature"
Comber,Comber Lions Club,Service Club,,,,ON,,,,,,,"Lions International chapter"
Comber,Comber Agricultural Society,Agriculture/Community,,,,ON,,,,,,,"Agricultural fair and events"
Various,Occupational Health Clinics for Ontario Workers,Health/Employment,,,,ON,,,,,,,"Worker health services"
Various,Ontario Greenhouse Vegetable Growers (OGVG),Agriculture/Industry,,,,ON,,,,,,,"Greenhouse industry association"
Various,CARE for International Workers,Immigration/Employment,,,,ON,,,,,,,"8-partner coalition for workers"
Windsor,Amy's Helping Hands,Seniors/Home Care,,,,ON,,,https://www.amyshelpinghands.ca/,,,"In-home care services Essex County"
Windsor,Balanced Fitness Wellness Studio Belle River,Recreation/Health,,,,ON,,,https://bf519fitness.com/,,,"Fitness and wellness"
Windsor,Beachwalk Family Fitness Belle River,Recreation/Health,,,,ON,,,,,,"Family fitness club"
