City,Organization Name,Type/Category,CRA Registration #,Street Address,Province,Postal Code,Phone Number,Website,Decision Maker Name,Title/Role,Notes
Chatham,Noelle's Gift to Children,Child Welfare,,1123 Sole Street Sarnia,ON,N7S 3J3,519-491-7395,,,,Children's charity (regional)
Chatham,Children's Health Foundation,Health/Children,,345 Westminster Ave London,ON,N6C 4V3,519-432-8564,,,,Regional children's health charity
Chatham,Chatham-Kent Chamber of Commerce,Business Association,,54 Fourth St,ON,N7M 2G2,519-352-7540,https://business.chatham-kentchamber.ca/,,,Business advocacy and networking
Chatham,Chatham Baptist Chapel,Religious - Baptist,,330 Richmond St Unit 105,ON,N7M 1P8,,https://www.chathambaptistchapel.com/,,,Baptist church
Chatham,St Paul's Discover Life,Religious,,Contact via church,ON,,,,,,Church
Chatham,Grace Christian Reformed Church,Religious - Christian,,255 Tweedsmuir Ave W,ON,N7M 3B3,519-436-1558,https://www.chathamgrace.com/,,,Christian church since 1965
Chatham,One Oak Church,Religious - Christian,,Contact via church,ON,,,,,,Christian church
Chatham,The Woods Church,Religious - Christian,,Contact via church,ON,,,,,,Christian church
Chatham,Faith Christian Assembly,Religious - Christian,,Contact via church,ON,,,,,,Christian church
Chatham,Living Faith Community Church,Religious - Christian,,Contact via church,ON,,,,,,Christian church
Chatham,New Beginnings Ministries,Religious - Christian,,Contact via church,ON,,,,,,Christian church
Chatham,Blessed Sacrament Parish,Religious - Catholic,,145 Victoria Ave,ON,N7L 3A7,519-352-9370,,,,Part of Chatham Catholic Family of Parishes
Chatham,St. Agnes Parish,Religious - Catholic,,52 Croydon St,ON,N7L 1L3,519-352-9483,,,,Part of Chatham Catholic Family of Parishes
Chatham,St. Joseph Parish Chatham,Religious - Catholic,,180 Wellington St W,ON,N7M 3P3,519-352-9483,,,,Part of Chatham Catholic Family of Parishes
Chatham,St. Ursula Parish,Religious - Catholic,,205 Tweedsmuir Ave W,ON,N7M 5N8,519-352-8530,,,,Part of Chatham Catholic Family of Parishes
Chatham,Our Lady of Victory Parish,Religious - Catholic,,490 St Clair St,ON,N7L 3K8,519-354-4391,,,,Part of Chatham Catholic Family of Parishes
Chatham,Capitol Theatre,Arts/Theatre,,238 King Street West,ON,N7M 1E7,,https://www.chathamcapitoltheatre.com/,,,Historic theatre - Municipality managed
Chatham,Aktion Club Chatham-Kent,Disability/Service Club,,Contact via Kiwanis,ON,,,,,"Kiwanis service club for adults with disabilities, sponsored by Kiwanis"
Chatham,Chatham-Kent Golden K Kiwanis,Service Club - Seniors,,Merged with Kiwanis CK,ON,,,,,,Merged with Kiwanis Club of Chatham-Kent in 2014
Chatham,Lighthouse Cove & District Lions Club,Service Club,,Contact via club,ON,,,,,,Lions club chapter
Chatham,Stoney Point Lions Club,Service Club,,Contact via club,ON,,,,,,Lions club chapter
Wallaceburg,Goodwill Career Centre Wallaceburg,Employment/Social Enterprise,,Contact via Goodwill,ON,,,,,,Employment services - satellite
Wallaceburg,Wallaceburg Minor Hockey,Youth Sports (Hockey),,Contact via association,ON,,,,,,Minor hockey
Wallaceburg,Wallaceburg Secondary School Booster Club,Education/School Support,,Contact via school,ON,,,,,,School support
Blenheim,Blenheim Blades,Youth Sports (Hockey),,Contact via team,ON,N0P 1A0,,,,,Junior C hockey team
Blenheim,Blenheim Agricultural Society,Agricultural/Fair Board,,Contact via society,ON,N0P 1A0,,,,,Local fair organization
Blenheim,Blenheim BIA,Business Improvement,,Contact via BIA,ON,N0P 1A0,,https://www.blenheimbia.ca/,,,Downtown business association
Ridgetown,Rotary Club of Ridgetown - Equipment Loan,Community Service,,Anglican Parish Hall 16 Church St,ON,N0P 2C0,226-798-0625,,,,Medical equipment loan program
Tilbury,Tilbury Agricultural Society,Agricultural/Fair Board,,4 Stewart St (Royal Canadian Legion),ON,N0P 2L0,,,,,"Local fair organization. PO Box 1364. Meets 2nd Tue Mar-Jun, Sep-Nov"
Tilbury,Tilbury Minor Hockey,Youth Sports (Hockey),,Contact via association,ON,N0P 2L0,,,,,Minor hockey
Tilbury,Immaculate Conception Parish Tilbury,Religious - Catholic,,24150 Winter Line Rd Pain Court,ON,N0P 1Z0,519-354-3694,,,,Catholic parish (Lakes Erie/St. Clair Family)
Chatham,Community Safety and Wellbeing Committee,Social Services/Safety,,315 King Street West (Municipality),ON,N7M 1E5,,,,,Community safety initiatives
Chatham,Scouts Canada - Camp Cataraqui,Youth Camp,,Contact via Scouts,ON,,,,,,Scouts Canada camp
Chatham,Wilder Institute,Wildlife Conservation,,320 North Service Road West Oakville,ON,L6M 2R7,416-209-2204,,,,Conservation (regional reach)
Chatham,Better Business Bureau Serving Western Ontario,Business/Consumer Protection,,190 Wortley Rd Suite 206 London,ON,N6C 4Y7,519-673-3222,,,,BBB regional office
Dover Centre,Dover Centre Community,Community Organization,,Contact via organization,ON,N0P 1L0,,,,,Rural community organization
Chatham,Chatham-Kent Health Alliance,Healthcare (Hospital),,80 Grand Ave W,ON,N7M 5L9,,https://www.ckha.on.ca/,,,Regional hospital - Chatham and Wallaceburg sites
Chatham,Municipality of Chatham-Kent,Government/Community Services,,315 King Street West,ON,N7M 1E5,519-360-1998,https://www.chatham-kent.ca/,,,Municipal government with community programs
Chatham,Chatham-Kent Police Service,Public Safety,,24 Third Street,ON,N7M 2M5,519-436-6600,https://ckpolice.com/,,,"Police service, community programs. Non-emergency: 519-352-1234"
Chatham,CK Public Health,Public Health,,435 Grand Ave W 2nd Fl,ON,N7M 5L8,519-352-7270,https://ckphu.com/,,,Public health unit. Email: ckpublichealth@chatham-kent.ca
Chatham,EarlyON Child and Family Centres Chatham-Kent,Child/Family Services,,495 Grand Ave W,ON,N7L 1C5,519-352-0440,,,,Early years programming across CK
Wallaceburg,Four Counties Health Services,Healthcare,,1824 Concession Dr Newbury,ON,N0L 1Z0,519-693-4441,,,,Regional health services
Wallaceburg,Sydenham District Hospital Foundation (merged),Health/Hospital Foundation,,Now part of CKHAF,ON,,,,,,Now part of CKHAF
Chatham,Carolinian Canada - Chatham-Kent,Environmental/Conservation,,Contact via organization,ON,,,https://caroliniancanada.ca/,,,Biodiversity conservation
Chatham,Trees Ontario - Chatham-Kent,Environmental/Conservation,,Contact via organization,ON,,,,,,Tree planting initiatives
Chatham,Stewardship-Kent,Environmental/Conservation,,Contact via organization,ON,,,,,,Environmental stewardship
Chatham,Communities in Bloom - Chatham-Kent,Environmental/Beautification,,Contact via organization,ON,,,,,,Community beautification
Chatham,Essex-Kent Tree Planting Committee,Environmental/Conservation,,Contact via organization,ON,,,,,,Tree planting coordination
